"index","y_pred"
1692,0.0866666666666667
1693,0.24
1694,0
1695,0.123333333333333
1696,0.2
1697,0.02
1698,0.0233333333333333
1699,0.0466666666666667
1700,0.0133333333333333
1701,0.0866666666666667
1702,0.193333333333333
1703,0.0766666666666667
1704,0.973333333333333
1705,0.01
1706,0.576666666666667
1707,0.0133333333333333
1708,0.0566666666666667
1709,0
1710,0.98
1711,0
1712,0.963333333333333
1713,0
1714,0.09
1715,0.0133333333333333
1716,0.0266666666666667
1717,0.973333333333333
1718,0.0133333333333333
1719,0.94
1720,0.213333333333333
1721,0.95
1722,0.966666666666667
1723,0.173333333333333
1724,0.0133333333333333
1725,0.0466666666666667
1726,0.993333333333333
1727,0
1728,0.00333333333333333
1729,0.69
1730,0.00333333333333333
1731,0.14
1732,0.31
1733,0.00333333333333333
1734,0.0866666666666667
1735,0.66
1736,0.616666666666667
1737,0.07
1738,0.19
1739,0.05
1740,0.08
1741,0.02
1742,0.02
1743,0.0533333333333333
1744,0.303333333333333
1745,0.216666666666667
1746,0.00333333333333333
1747,0.926666666666667
1748,0.0266666666666667
1749,0.17
1750,0.00666666666666667
1751,0
1752,0.0866666666666667
1753,0.576666666666667
1754,0.95
1755,0.05
1756,0
1757,0.406666666666667
1758,0.01
1759,0.25
1760,0.983333333333333
1761,0.366666666666667
1762,0.22
1763,0.0233333333333333
1764,0.02
1765,0.586666666666667
1766,0.143333333333333
1767,0.0133333333333333
1768,0.0366666666666667
1769,0.02
1770,0.0866666666666667
1771,0.976666666666667
1772,0.1
1773,0.0466666666666667
1774,0
1775,0.77
1776,0.00333333333333333
1777,0.193333333333333
1778,0.00666666666666667
1779,0.913333333333333
1780,0.07
1781,0.0466666666666667
1782,0.1
1783,0.0433333333333333
1784,0.0266666666666667
1785,0.31
1786,0.0166666666666667
1787,0.0766666666666667
1788,0.213333333333333
1789,0.04
1790,0.01
1791,0.01
1792,0.983333333333333
1793,0.983333333333333
1794,0.986666666666667
1795,0.0133333333333333
1796,0.08
1797,0.0366666666666667
1798,0.94
1799,0.976666666666667
1800,0.1
1801,0.00333333333333333
1802,0.00333333333333333
1803,0.96
1804,0
1805,0.00333333333333333
1806,0.143333333333333
1807,0.0233333333333333
1808,0.233333333333333
1809,0.00333333333333333
1810,0.0233333333333333
1811,0.0533333333333333
1812,0.383333333333333
1813,0.973333333333333
1814,0.233333333333333
1815,0.333333333333333
1816,0.126666666666667
1817,0.08
1818,0.04
1819,0.946666666666667
1820,0
1821,0.8
1822,0.0133333333333333
1823,0.76
1824,0.193333333333333
1825,0.0433333333333333
1826,0.0166666666666667
1827,0.106666666666667
1828,0.00333333333333333
1829,0.826666666666667
1830,0.883333333333333
1831,0.00333333333333333
1832,0.02
1833,0.00666666666666667
1834,0.0333333333333333
1835,0.00333333333333333
1836,0.03
1837,0.323333333333333
1838,0.143333333333333
1839,0.19
1840,0.0666666666666667
1841,0.19
1842,0.193333333333333
1843,0.00666666666666667
1844,0.0233333333333333
1845,0
1846,0.00666666666666667
1847,0.0533333333333333
1848,0.0366666666666667
1849,0.03
1850,0
1851,0.32
1852,0
1853,0.09
1854,0.226666666666667
1855,0.836666666666667
1856,0.07
1857,0.0133333333333333
1858,0.42
1859,0.12
1860,0.0133333333333333
1861,0.196666666666667
1862,0.01
1863,0.0766666666666667
1864,0.0133333333333333
1865,0.98
1866,0.0233333333333333
1867,0.0133333333333333
1868,0.98
1869,0.91
1870,0.94
1871,0.99
1872,0.0533333333333333
1873,0
1874,0.0566666666666667
1875,0.973333333333333
1876,0.986666666666667
1877,0.0533333333333333
1878,0
1879,0.06
1880,0.06
1881,0.02
1882,0.89
1883,0.07
1884,0.133333333333333
1885,0.356666666666667
1886,0.01
1887,0.03
1888,0.0533333333333333
1889,0.333333333333333
1890,0.113333333333333
1891,0.07
1892,0.00666666666666667
1893,0.13
1894,0.00333333333333333
1895,0.06
1896,0.986666666666667
1897,0.33
1898,0.0833333333333333
1899,0.06
1900,0.05
1901,0.0133333333333333
1902,0.03
1903,0.173333333333333
1904,0.0466666666666667
1905,0.0833333333333333
1906,0.983333333333333
1907,0.0233333333333333
1908,0
1909,0.0233333333333333
1910,0.0233333333333333
1911,0.713333333333333
1912,0.07
1913,0.05
1914,0.27
1915,0
1916,0.04
1917,0.0166666666666667
1918,0.98
1919,0
1920,0.0166666666666667
1921,0.00333333333333333
1922,0.07
1923,0.0233333333333333
1924,0.1
1925,0.0166666666666667
1926,0.98
1927,0.0166666666666667
1928,0.96
1929,0.03
1930,0.08
1931,0.17
1932,0.123333333333333
1933,0.156666666666667
1934,0.716666666666667
1935,0.503333333333333
1936,0.926666666666667
1937,0.453333333333333
1938,0.94
1939,0.0566666666666667
1940,0.993333333333333
1941,0.17
1942,0.03
1943,0.206666666666667
1944,0.986666666666667
1945,0.176666666666667
1946,0.493333333333333
1947,0.11
1948,0.82
1949,0.716666666666667
1950,0.246666666666667
1951,0.0566666666666667
1952,0.91
1953,0.79
1954,0.45
1955,0.136666666666667
1956,0.2
1957,0.176666666666667
1958,0.333333333333333
1959,0.32
1960,0
1961,0.06
1962,0.406666666666667
1963,0.08
1964,0.0766666666666667
1965,0.113333333333333
1966,0.243333333333333
1967,0.05
1968,0.0166666666666667
1969,0.38
1970,0.0233333333333333
1971,0.04
1972,0.02
1973,0.986666666666667
1974,0.123333333333333
1975,0.946666666666667
1976,0.176666666666667
1977,0.976666666666667
1978,0.09
1979,0.0133333333333333
1980,0.113333333333333
1981,0.0133333333333333
1982,0.916666666666667
1983,0.726666666666667
1984,0.00333333333333333
1985,0.716666666666667
1986,0.07
